ENSG00000000003 TSPAN6
ENSG00000206899 RNU6-36P
ENSG00000206900 RNU6-98P
ENSG00000206903 SNORA24B
ENSG00000206907 RNU6-1013P
ENSG00000206908 RNU1-136P
ENSG00000206915 RNU6-439P
ENSG00000206921 RNU6-481P
ENSG00000206922 RNU6-80P
ENSG00000206923 RNU6-432P
ENSG00000206926 RNU6-1024P
ENSG00000206932 RNU6-4P
ENSG00000206935 RNU6-514P
ENSG00000206938 RNU4-31P
ENSG00000206944 RNU6-708P
ENSG00000206947 SNORA20B
ENSG00000206949 RNU6-1324P
ENSG00000206954 RNU6-1201P
ENSG00000206965 RNU6-5P
ENSG00000206970 RNU6-474P
ENSG00000206973 RNU6-1145P
ENSG00000206974 RNU6-1144P
ENSG00000206977 RF00393
ENSG00000206980 RNU6-662P
ENSG00000206981 RNU6-40P
ENSG00000206983 RNU6-49P
ENSG00000206985 RNU6-198P
ENSG00000206989 SNORD63
ENSG00000206991 RNU6-610P
ENSG00000206992 RNU6-574P
ENSG00000206996 RNU6-842P
ENSG00000207000 RNU6-820P
ENSG00000207001 SNORD116-2
ENSG00000207003 RNU6-611P
ENSG00000207004 RNU6-301P
ENSG00000207005 RNU1-2
ENSG00000207007 RNU6-891P
ENSG00000207008 SNORA54
ENSG00000207012 RNU6-72P
ENSG00000207013 RNU6-804P
ENSG00000207014 SNORD116-3
ENSG00000207016 SNORA36C
ENSG00000207019 RNU6-167P
ENSG00000207023 RNU6-975P
ENSG00000207026 RNU6-472P
ENSG00000207027 RF00272
ENSG00000207031 SNORD59A
ENSG00000207033 RNU6-154P
ENSG00000207036 RNY3P14
ENSG00000207041 RNU6-3P
ENSG00000207044 RNU6-1226P
ENSG00000207045 RNU6-532P
ENSG00000207046 RNU6-886P
ENSG00000207052 RNU6-378P
ENSG00000207056 RNU1-8P
ENSG00000207060 RNU6-480P
ENSG00000207063 SNORD116-1
ENSG00000207065 RNU5A-2P
ENSG00000207067 SNORA72
ENSG00000207068 RNU6-463P
ENSG00000207072 RNU6-39P
ENSG00000207082 RNU6-171P
ENSG00000207083 RNU6-22P
ENSG00000207087 RNU6-242P
ENSG00000207088 SNORA7B
ENSG00000207089 RNU6-921P
ENSG00000207090 RNU6-517P
ENSG00000207093 SNORD116-8
ENSG00000207099 RNU6-166P
ENSG00000207109 SNORD38C
ENSG00000207110 RNU1-106P
ENSG00000207113 RNU6-16P
ENSG00000207116 RNU6-31P
ENSG00000207122 RNU6-591P
ENSG00000207129 RNA5SP187
ENSG00000207130 RF00399
ENSG00000207133 SNORD116-7
ENSG00000207136 RNU6-769P
ENSG00000207137 SNORD116-13
ENSG00000207138 RNU6-869P
ENSG00000207144 RNU6-1297P
ENSG00000207150 RNU6-185P
ENSG00000207155 RNY1P14
ENSG00000207158 RNU6-929P
ENSG00000207162 RNU6-549P
ENSG00000207167 RNU6-1340P
ENSG00000207169 RNU6-24P
ENSG00000207174 SNORD116-15
ENSG00000207175 RNU1-67P
ENSG00000207178 RNU6-1122P
ENSG00000207181 SNORA14B
ENSG00000207187 SNORA10B
ENSG00000207191 SNORD116-5
ENSG00000207194 RNU6-1026P
ENSG00000207198 RNU6-1195P
ENSG00000207200 RNU6-45P
ENSG00000207201 RNU1-148P
ENSG00000207202 RNU6-800P
ENSG00000207203 RNU6-71P
ENSG00000207204 RNU6-393P
ENSG00000207205 RNVU1-15
ENSG00000207215 SNORD3H
ENSG00000207217 SNORA80D
ENSG00000207220 RNU1-57P
ENSG00000207222 RNU6-456P
ENSG00000207233 SNORA37
ENSG00000207234 RNU6-125P
ENSG00000207245 SNORD116-29
ENSG00000207251 RNU6-342P
ENSG00000207256 RNU6-880P
ENSG00000207260 RNU6-35P
ENSG00000207261 RNU6-738P
ENSG00000207263 SNORD116-16
ENSG00000207264 RNU6-15P
ENSG00000207267 RNU6-1081P
ENSG00000207269 RN7SKP62
ENSG00000207279 SNORD116-24
ENSG00000207280 SNORD20
ENSG00000207291 RNU6-30P
ENSG00000207295 RNU6-851P
ENSG00000207296 RNU6-140P
ENSG00000207298 RNU6-83P
ENSG00000207307 RNU6-145P
ENSG00000207308 RNU6-878P
ENSG00000207309 RNU4-70P
ENSG00000207310 RNU6-1127P
ENSG00000207313 SNORA2B
ENSG00000207322 RNU1-89P
ENSG00000207323 RNU6-901P
ENSG00000207327 RNU6-883P
ENSG00000207328 RNU6-636P
ENSG00000207331 RNU6-1263P
ENSG00000207333 RNU6-680P
ENSG00000207334 RNU6-12P
ENSG00000207338 RNU6-296P
ENSG00000207340 RNVU1-1
ENSG00000207344 SNORA22C
ENSG00000207347 RNU6-306P
ENSG00000207349 RNVU1-17
ENSG00000207355 RNU6-1257P
ENSG00000207357 RNU6-2
ENSG00000207359 RNU6-925P
ENSG00000207360 RNU6-14P
ENSG00000207362 RNU6-422P
ENSG00000207364 RNU6-939P
ENSG00000207366 RNU6-297P
ENSG00000207367 RNU6-29P
ENSG00000207369 RNU6-665P
ENSG00000207375 SNORD116-23
ENSG00000207385 RNU6-310P
ENSG00000207389 RNU1-4
ENSG00000207392 SNORA20
ENSG00000207393 RNU6-136P
ENSG00000207399 RNU6-1011P
ENSG00000207415 RNU6-1151P
ENSG00000207431 RNU6-906P
ENSG00000207433 RNU6-246P
ENSG00000207435 RNU6-114P
ENSG00000207440 RNU6-541P
ENSG00000207441 RNU6-21P
ENSG00000207442 SNORD116-6
ENSG00000207444 SNORD56B
ENSG00000207445 SNORD15B
ENSG00000207449 RNU6-19P
ENSG00000207451 RNU6-291P
ENSG00000207454 RNU6-1104P
ENSG00000207455 RNU6-331P
ENSG00000207457 RNU6-476P
ENSG00000207458 RNY3P9
ENSG00000207459 RNU6-1311P
ENSG00000207460 SNORD116-19
ENSG00000207468 SNORA19
ENSG00000207472 RNU6-41P
ENSG00000207475 SNORA80E
ENSG00000207483 RNU6-1067P
ENSG00000207490 RNU6-987P
ENSG00000207492 RNU6-713P
ENSG00000207493 SNORA46
ENSG00000207505 RNU6-1105P
ENSG00000207507 RNU6-9
ENSG00000207508 RNU6-1237P
ENSG00000207515 RNU6-555P
ENSG00000207523 SNORA66
ENSG00000207524 RNU6-33P
ENSG00000207547 MIR25
ENSG00000207550 MIR99B
ENSG00000207551 MIR608
ENSG00000207554 MIR647
ENSG00000207559 MIR578
ENSG00000207561 MIR635
ENSG00000207573 MIR550A2
ENSG00000207583 MIR606
ENSG00000207587 MIR544A
ENSG00000207588 MIR593
ENSG00000207597 MIR490
ENSG00000207609 MIR491
ENSG00000207612 MIR604
ENSG00000207627 MIR581
ENSG00000207635 MIR499A
ENSG00000207638 MIR99A
ENSG00000207642 MIR571
ENSG00000207646 MIR655
ENSG00000207650 MIR570
ENSG00000207652 MIR621
ENSG00000207688 MIR548AA2
ENSG00000207696 MIR659
ENSG00000207697 MIR573
ENSG00000207712 MIR627
ENSG00000207717 MIR551B
ENSG00000207721 MIR186
ENSG00000207732 MIR218-1
ENSG00000207737 MIR181B2
ENSG00000207739 MIR218-2
ENSG00000207741 MIR590
ENSG00000207751 AP000553.1
ENSG00000207752 MIR199A1
ENSG00000207757 MIR93
ENSG00000207766 MIR626
ENSG00000207771 MIR550A1
ENSG00000207784 MIR542
ENSG00000207789 MIR26A2
ENSG00000207802 MIR646
ENSG00000207813 MIR605
ENSG00000207863 MIR125B2
ENSG00000207864 MIR27B
ENSG00000207870 MIR221
ENSG00000207874 MIR610
ENSG00000207927 MIR302A
ENSG00000207932 MIR33A
ENSG00000207933 MIR9-1
ENSG00000207940 MIR567
ENSG00000207944 MIR574
ENSG00000207952 MIR624
ENSG00000207955 AL359091.1
ENSG00000207965 MIR629
ENSG00000207967 MIR620
ENSG00000207971 MIR125B1
ENSG00000207996 MIR301A
ENSG00000207997 MIR644A
ENSG00000208001 MIR431
ENSG00000208002 MIR643
ENSG00000208004 MIR323B
ENSG00000208005 MIR503
ENSG00000208006 MIR16-1
ENSG00000208009 MIR130A
ENSG00000208017 MIR140
ENSG00000208024 MIR199A2
ENSG00000208028 MIR616
ENSG00000208308 SNORA40B
ENSG00000208772 SNORD94
ENSG00000208883 SNORD96B
ENSG00000208892 SNORA49
ENSG00000209082 MT-TL1
ENSG00000209482 SNORD83A
ENSG00000209702 SNORD41
ENSG00000210049 MT-TF
ENSG00000210077 MT-TV
ENSG00000210082 MT-RNR2
ENSG00000210100 MT-TI
ENSG00000210107 MT-TQ
ENSG00000210112 MT-TM
ENSG00000210117 MT-TW
ENSG00000210127 MT-TA
ENSG00000210135 MT-TN
ENSG00000210140 MT-TC
ENSG00000210144 MT-TY
ENSG00000210151 MT-TS1
ENSG00000210154 MT-TD
ENSG00000210164 MT-TG
ENSG00000210174 MT-TR
ENSG00000210176 MT-TH
ENSG00000210184 MT-TS2
ENSG00000210191 MT-TL2
ENSG00000210194 MT-TE
ENSG00000210195 MT-TT
ENSG00000210196 MT-TP
ENSG00000210678 RNU6ATAC2P
ENSG00000211445 GPX3
ENSG00000211448 DIO2
ENSG00000211450 SELENOH
ENSG00000211451 GNRHR2
ENSG00000211452 DIO1
ENSG00000211454 AKR7L
ENSG00000211455 STK38L
ENSG00000211456 SACM1L
ENSG00000211459 MT-RNR1
ENSG00000211460 TSN
ENSG00000211491 MIR320D1
ENSG00000211513 MIR320E
ENSG00000211514 MIR454
ENSG00000211578 MIR766
ENSG00000211584 SLC48A1
ENSG00000211591 MIR762
ENSG00000211592 IGKC
ENSG00000211640 IGLV6-57
ENSG00000211641 IGLV11-55
ENSG00000211644 IGLV1-51
ENSG00000211666 IGLV2-14
ENSG00000211669 IGLV3-10
ENSG00000211677 IGLC2
ENSG00000211679 IGLC3
ENSG00000211685 IGLC7
ENSG00000211688 TRGJP2
ENSG00000211695 TRGV9
ENSG00000211720 TRBV11-1
ENSG00000211751 TRBC1
ENSG00000211772 TRBC2
ENSG00000211777 TRAV3
ENSG00000211780 TRAV6
ENSG00000211784 TRAV10
ENSG00000211794 TRAV12-3
ENSG00000211799 TRAV19
ENSG00000211800 TRAV20
ENSG00000211802 TRAV22
ENSG00000211805 TRAV24
ENSG00000211807 TRAV26-1
ENSG00000211815 TRAV36DV7
ENSG00000211817 TRAV38-2DV8
ENSG00000211819 TRAV40
ENSG00000211884 TRAJ5
ENSG00000211892 IGHG4
ENSG00000211893 IGHG2
ENSG00000211895 IGHA1
ENSG00000211896 IGHG1
ENSG00000211897 IGHG3
ENSG00000211898 IGHD
ENSG00000211899 IGHM
ENSG00000211937 IGHV2-5
ENSG00000211961 IGHV1-45
ENSG00000212017 MIR548U
ENSG00000212036 MIR548BA
ENSG00000212051 MIR320C2
ENSG00000212123 PRR22
ENSG00000212124 TAS2R19
ENSG00000212125 TAS2R15P
ENSG00000212126 TAS2R50
ENSG00000212127 TAS2R14
ENSG00000212128 TAS2R13
ENSG00000212133 RNU6-1168P
ENSG00000212134 RF00561
ENSG00000212135 SNORD67
ENSG00000212138 RNA5SP372
ENSG00000212146 RNU6-910P
ENSG00000212153 RNU1-82P
ENSG00000212156 RNU6-576P
ENSG00000212158 SNORD66
ENSG00000212163 SNORD91A
ENSG00000212170 RNU1-77P
ENSG00000212175 RF00586
ENSG00000212176 RNA5SP207
ENSG00000212189 RNU6-328P
ENSG00000212190 RNU6-298P
ENSG00000212199 RNU6-127P
ENSG00000212204 RNA5SP91
ENSG00000212206 RF00265
ENSG00000212207 RNU6-1321P
ENSG00000212221 RNU6-220P
ENSG00000212224 RF00568
ENSG00000212232 SNORD17
ENSG00000212246 RNU6-360P
ENSG00000212248 RNU6-750P
ENSG00000212257 RNU6-1176P
ENSG00000212279 RF00591
ENSG00000212283 SNORD89
ENSG00000212290 RNA5SP424
ENSG00000212292 RNU6-239P
ENSG00000212302 RF00588
ENSG00000212303 RNU6-1154P
ENSG00000212316 RNU6-1228P
ENSG00000212329 RNU6-316P
ENSG00000212333 RNA5SP213
ENSG00000212344 RNU6-823P
ENSG00000212345 RNU6-700P
ENSG00000212354 RNU6-1242P
ENSG00000212359 RNU6-550P
ENSG00000212360 RNU6-1177P
ENSG00000212368 RNU6-1000P
ENSG00000212370 RNU6-482P
ENSG00000212371 RF00404
ENSG00000212374 RNU6-401P
ENSG00000212377 RF00440
ENSG00000212378 RF00592
ENSG00000212384 SNORD113-2
ENSG00000212385 RNU6-817P
ENSG00000212388 RNU6-796P
ENSG00000212391 RF00554
ENSG00000212396 RNA5SP323
ENSG00000212397 RF00477
ENSG00000212402 SNORA74B
ENSG00000212407 RNU6-663P
ENSG00000212409 RNY4P18
ENSG00000212418 RNY4P36
ENSG00000212420 RNU6-1111P
ENSG00000212424 RNU1-119P
ENSG00000212428 RF00105
ENSG00000212432 RF00072
ENSG00000212443 SNORA53
ENSG00000212447 SNORD90
ENSG00000212451 RNU11-4P
ENSG00000212452 SNORD69
ENSG00000212459 RNU6-695P
ENSG00000212464 SNORA12
ENSG00000212469 RNU6-1158P
ENSG00000212473 RNU1-101P
ENSG00000212482 RNU6-530P
ENSG00000212489 RNU6-1109P
ENSG00000212493 SNORD19
ENSG00000212510 RNU6-972P
ENSG00000212525 RNA5SP212
ENSG00000212526 RNU6-466P
ENSG00000212532 RF00572
ENSG00000212536 RNA5SP474
ENSG00000212545 RNU6-337P
ENSG00000212550 RNU1-78P
ENSG00000212555 RNU6-192P
ENSG00000212559 RNA5SP35
ENSG00000212567 RF00191
ENSG00000212571 RNA5SP482
ENSG00000212588 SNORA26
ENSG00000212599 RNU6-279P
ENSG00000212601 RNA5SP53
ENSG00000212607 SNORA3B
ENSG00000212609 RNU1-139P
ENSG00000212615 RF00151
ENSG00000212618 RF00324
ENSG00000212643 ZRSR2P1
ENSG00000212664 AC064799.1
ENSG00000212694 LINC01089
ENSG00000212695 AL583805.1
ENSG00000212710 CTAGE1
ENSG00000212719 C17orf51
ENSG00000212721 KRTAP4-11
ENSG00000212743 AL137145.1
ENSG00000212747 RTL8B
ENSG00000212766 EWSAT1
ENSG00000212769 HMGN2P8
ENSG00000212789 ST13P5
ENSG00000212802 RPL15P3
ENSG00000212829 RPS26P3
ENSG00000212864 RNF208
ENSG00000212907 MT-ND4L
ENSG00000212916 MAP10
ENSG00000212930 AC093281.1
ENSG00000212939 Z97192.1
ENSG00000212961 HNRNPA1P40
ENSG00000212978 AC016747.1
ENSG00000212989 AC124293.1
ENSG00000212993 POU5F1B
ENSG00000212994 RPS26P6
ENSG00000213003 BTF3P12
ENSG00000213005 PTTG3P
ENSG00000213013 RPS15AP36
ENSG00000213014 VN2R17P
ENSG00000213015 ZNF580
ENSG00000213018 AL590762.1
ENSG00000213020 ZNF611
ENSG00000213023 SYT3
ENSG00000213024 NUP62
ENSG00000213025 COX20P1
ENSG00000213026 CFL1P4
ENSG00000213028 AL354983.1
ENSG00000213032 NDUFA3P3
ENSG00000213035 RPL23AP80
ENSG00000213036 AL445305.1
ENSG00000213041 AC093422.1
ENSG00000213046 EEF1A1P32
ENSG00000213047 DENND1B
ENSG00000213048 OR5S1P
ENSG00000213049 HNRNPA1P34
ENSG00000213050 TPM3P1
ENSG00000213051 RPL5P5
ENSG00000213055 EEF1B2P7
ENSG00000213057 C1orf220
ENSG00000213058 AL365357.1
ENSG00000213060 AL031864.1
ENSG00000213062 AL021068.1
ENSG00000213063 RPL29P7
ENSG00000213064 SFT2D2
ENSG00000213065 AL009178.1
ENSG00000213066 FGFR1OP
ENSG00000213067 AC092447.1
ENSG00000213068 AL451050.1
ENSG00000213069 KRT8P40
ENSG00000213070 HMGB3P6
ENSG00000213071 LPAL2
ENSG00000213073 AL353625.1
ENSG00000213075 RPL31P11
ENSG00000213076 AL627422.1
ENSG00000213078 AL390955.1
ENSG00000213079 SCAF8
ENSG00000213080 AL354714.2
ENSG00000213082 PPP1R14BP2
ENSG00000213085 CFAP45
ENSG00000213087 AL356535.1
ENSG00000213088 ACKR1
ENSG00000213089 PDCL3P5
ENSG00000213090 AC007256.1
ENSG00000213091 PHBP1
ENSG00000213096 ZNF254
ENSG00000213100 KRT18P68
ENSG00000213104 NPM1P46
ENSG00000213108 BTF3L4P3
ENSG00000213109 AL365223.1
ENSG00000213110 AC019178.1
ENSG00000213117 AL021939.1
ENSG00000213118 CHCHD2P4
ENSG00000213121 AL590867.1
ENSG00000213122 RPL23AP46
ENSG00000213123 TCTEX1D2
ENSG00000213126 AC092642.1
ENSG00000213128 RPL32P31
ENSG00000213130 EEF1DP5
ENSG00000213131 YWHAZP4
ENSG00000213133 PPP1R14BP5
ENSG00000213137 ARF1P2
ENSG00000213139 CRYGS
ENSG00000213144 AC084880.1
ENSG00000213145 CRIP1
ENSG00000213148 AC073465.1
ENSG00000213149 CNN2P9
ENSG00000213152 RPL7AP60
ENSG00000213155 AC007547.1
ENSG00000213157 AC108734.1
ENSG00000213160 KLHL23
ENSG00000213169 AC069218.1
ENSG00000213171 LINGO4
ENSG00000213172 AL031985.1
ENSG00000213174 AC026316.1
ENSG00000213176 RPL13P6
ENSG00000213177 PRDX2P4
ENSG00000213178 RPL22P1
ENSG00000213179 RPL17P41
ENSG00000213180 RPL36AP48
ENSG00000213181 OR10N1P
ENSG00000213183 RPS7P8
ENSG00000213184 AP003040.1
ENSG00000213185 FAM24B
ENSG00000213186 TRIM59
ENSG00000213187 COPS5P1
ENSG00000213188 YBX1P4
ENSG00000213189 BTF3L4P2
ENSG00000213190 MLLT11
ENSG00000213194 CDK7P1
ENSG00000213197 AC012066.1
ENSG00000213199 ASIC3
ENSG00000213201 FABP5P10
ENSG00000213203 GIMAP1
ENSG00000213204 AL049697.1
ENSG00000213205 STRADBP1
ENSG00000213209 AC005229.1
ENSG00000213210 AC005229.2
ENSG00000213211 KRT18P64
ENSG00000213212 NCLP1
ENSG00000213213 CCDC183
ENSG00000213214 ARHGEF35
ENSG00000213216 AC007066.1
ENSG00000213221 DNLZ
ENSG00000213222 AC093724.1
ENSG00000213225 NOC2LP1
ENSG00000213226 AC242426.1
ENSG00000213228 RPL12P38
ENSG00000213231 TCL1B
ENSG00000213232 PPP1R2P10
ENSG00000213233 RPL23AP62
ENSG00000213234 ST13P10
ENSG00000213235 EEF1A1P16
ENSG00000213236 YWHAZP2
ENSG00000213237 AC008155.1
ENSG00000213238 AC008155.2
ENSG00000213239 NPM1P32
ENSG00000213244 HIST2H3DP1
ENSG00000213246 SUPT4H1
ENSG00000213247 AL355863.1
ENSG00000213250 RBMS2P1
ENSG00000213252 AP001282.1
ENSG00000213253 RPL12P42
ENSG00000213260 YWHAZP5
ENSG00000213261 EEF1B2P6
ENSG00000213264 NIP7P2
ENSG00000213265 TSGA13
ENSG00000213269 AC004386.1
ENSG00000213270 RPL6P25
ENSG00000213272 RPL7AP9
ENSG00000213275 IFITM9P
ENSG00000213280 AC090114.1
ENSG00000213281 NRAS
ENSG00000213290 PGK1P2
ENSG00000213291 AC010099.1
ENSG00000213293 AC012618.1
ENSG00000213295 RPL22P10
ENSG00000213296 AC005521.1
ENSG00000213300 HNRNPA3P6
ENSG00000213301 HMGB3P11
ENSG00000213302 AC015983.1
ENSG00000213303 AC008481.1
ENSG00000213304 AC008481.2
ENSG00000213305 HNRNPCP6
ENSG00000213307 RPL18P11
ENSG00000213309 RPL9P18
ENSG00000213310 CYCSP19
ENSG00000213312 RPL7AP34
ENSG00000213315 AL122020.1
ENSG00000213316 LTC4S
ENSG00000213318 AC009078.1
ENSG00000213326 RPS7P11
ENSG00000213328 AC104117.1
ENSG00000213331 AC108073.1
ENSG00000213332 SLC25A5P6
ENSG00000213333 NPM1P50
ENSG00000213335 CLNS1AP1
ENSG00000213337 ANKRD39
ENSG00000213339 QTRT1
ENSG00000213341 CHUK
ENSG00000213343 RPL21P18
ENSG00000213344 PCNPP3
ENSG00000213347 MXD3
ENSG00000213352 GAPDHP44
ENSG00000213358 AC092933.1
ENSG00000213361 AC004884.1
ENSG00000213362 FTH1P12
ENSG00000213363 RPS3P6
ENSG00000213365 AP000593.1
ENSG00000213366 GSTM2
ENSG00000213368 ST13P11
ENSG00000213370 RANP6
ENSG00000213371 NAP1L1P3
ENSG00000213373 LINC00671
ENSG00000213376 GAPDHP71
ENSG00000213380 COG8
ENSG00000213383 AC104297.1
ENSG00000213384 EIF4E2P1
ENSG00000213385 AC105052.2
ENSG00000213386 AC022217.1
ENSG00000213390 ARHGAP19
ENSG00000213393 AC091980.1
ENSG00000213394 RPSAP46
ENSG00000213397 HAUS7
ENSG00000213398 LCAT
ENSG00000213399 AC022210.1
ENSG00000213400 RPL12P18
ENSG00000213403 CISD1P1
ENSG00000213406 ANXA2P1
ENSG00000213409 C1QBPP2
ENSG00000213411 RBM22P2
ENSG00000213414 AC008677.1
ENSG00000213420 GPC2
ENSG00000213421 AC099670.1
ENSG00000213423 RBMX2P2
ENSG00000213424 KRT222
ENSG00000213430 HSPD1P1
ENSG00000213431 AC080014.1
ENSG00000213432 RPL17P34
ENSG00000213433 RPLP1P6
ENSG00000213434 VTI1BP2
ENSG00000213435 ATP6V0CP3
ENSG00000213438 YBX2P1
ENSG00000213440 H2AFZP1
ENSG00000213442 RPL18AP3
ENSG00000213445 SIPA1
ENSG00000213448 RPS23P2
ENSG00000213449 GAPDHP28
ENSG00000213450 VDAC1P7
ENSG00000213452 AKR1B1P2
ENSG00000213453 FTH1P3
ENSG00000213455 PPIAP82
ENSG00000213461 AL672212.1
ENSG00000213462 ERV3-1
ENSG00000213463 SYNJ2BP
ENSG00000213465 ARL2
ENSG00000213467 HMGB1P37
ENSG00000213468 FIRRE
ENSG00000213470 AC073594.1
ENSG00000213471 TTLL13P
ENSG00000213478 CFL1P2
ENSG00000213480 AC093816.1
ENSG00000213486 AC108039.1
ENSG00000213488 AC008716.1
ENSG00000213492 NT5C3AP1
ENSG00000213493 ACTN4P1
ENSG00000213495 AC012498.1
ENSG00000213498 TPT1P13
ENSG00000213500 LAP3P2
ENSG00000213509 PPIAP16
ENSG00000213512 GBP7
ENSG00000213514 AL731556.1
ENSG00000213516 RBMXL1
ENSG00000213522 RAC1P5
ENSG00000213523 SRA1
ENSG00000213526 SETP8
ENSG00000213527 AC026826.1
ENSG00000213529 AL359073.1
ENSG00000213533 STIMATE
ENSG00000213536 GNG5P1
ENSG00000213539 YBX1P6
ENSG00000213540 AL359504.1
ENSG00000213542 AC007000.1
ENSG00000213547 VN1R64P
ENSG00000213548 PPIAP81
ENSG00000213551 DNAJC9
ENSG00000213553 RPLP0P6
ENSG00000213557 AC068050.1
ENSG00000213558 HMGN2P32
ENSG00000213559 HNRNPA1P64
ENSG00000213560 AC103591.1
ENSG00000213563 C8orf82
ENSG00000213568 HNRNPA1P13
ENSG00000213569 AL390039.1
ENSG00000213574 LDHAP5
ENSG00000213579 AL096829.1
ENSG00000213585 VDAC1
ENSG00000213587 AC126120.1
ENSG00000213590 AL807752.1
ENSG00000213592 PPIAP42
ENSG00000213593 TMX2
ENSG00000213594 GAPDHP25
ENSG00000213598 AL049873.1
ENSG00000213600 U73169.1
ENSG00000213601 KRT18P19
ENSG00000213605 AC111200.1
ENSG00000213606 AKR1B10P1
ENSG00000213608 SLC25A14P1
ENSG00000213609 RPL7AP50
ENSG00000213613 RPL11P3
ENSG00000213614 HEXA
ENSG00000213619 NDUFS3
ENSG00000213620 AL121657.1
ENSG00000213621 RPSAP54
ENSG00000213625 LEPROT
ENSG00000213626 LBH
ENSG00000213630 BOLA3P3
ENSG00000213638 ADAT3
ENSG00000213639 PPP1CB
ENSG00000213640 EEF1DP4
ENSG00000213641 RPL7AP4
ENSG00000213642 AC016769.1
ENSG00000213650 AC092447.2
ENSG00000213653 RPL22P22
ENSG00000213654 GPSM3
ENSG00000213655 AC010493.1
ENSG00000213657 RPL31P44
ENSG00000213658 LAT
ENSG00000213659 RSU1P3
ENSG00000213661 AC106806.1
ENSG00000213663 AC010409.1
ENSG00000213664 RPS16P8
ENSG00000213667 PGGT1BP1
ENSG00000213669 AL137074.1
ENSG00000213671 OLA1P2
ENSG00000213672 NCKIPSD
ENSG00000213673 SLC25A5P3
ENSG00000213676 ATF6B
ENSG00000213683 AC002056.1
ENSG00000213684 LDHBP2
ENSG00000213690 AL360271.1
ENSG00000213693 SEC14L1P1
ENSG00000213694 S1PR3
ENSG00000213695 RPS7P14
ENSG00000213698 AC240504.1
ENSG00000213699 SLC35F6
ENSG00000213700 RPL17P50
ENSG00000213701 SETP22
ENSG00000213703 AL138847.1
ENSG00000213704 EEF1A1P15
ENSG00000213707 HMGB1P10
ENSG00000213708 SLC16A14P1
ENSG00000213711 PHBP7
ENSG00000213713 PIGCP1
ENSG00000213714 FAM209B
ENSG00000213716 FABP5P5
ENSG00000213717 AC004692.1
ENSG00000213719 CLIC1
ENSG00000213721 HMGN2P30
ENSG00000213722 DDAH2
ENSG00000213724 PRDX2P2
ENSG00000213726 RPS2P52
ENSG00000213727 AP000533.1
ENSG00000213729 AC098828.1
ENSG00000213730 POLD2P1
ENSG00000213735 ANAPC10P1
ENSG00000213736 AC026310.1
ENSG00000213739 PPIAP68
ENSG00000213740 SERBP1P1
ENSG00000213741 RPS29
ENSG00000213742 ZNF337-AS1
ENSG00000213744 RPS10P14
ENSG00000213750 AP002982.1
ENSG00000213752 AL008718.1
ENSG00000213753 CENPBD1P1
ENSG00000213754 AL356317.1
ENSG00000213755 AC093270.1
ENSG00000213757 AC020898.1
ENSG00000213759 UGT2B11
ENSG00000213760 ATP6V1G2
ENSG00000213761 MT1P1
ENSG00000213762 ZNF134
ENSG00000213763 ACTBP2
ENSG00000213770 FAM210CP
ENSG00000213771 KRT8P37
ENSG00000213772 EIF1P7
ENSG00000213774 AC010904.1
ENSG00000213777 AC011487.1
ENSG00000213778 HNRNPA1P32
ENSG00000213779 AC107956.2
ENSG00000213780 GTF2H4
ENSG00000213781 PSMC1P2
ENSG00000213782 DDX47
ENSG00000213783 RPL35P4
ENSG00000213785 AKR1B1P3
ENSG00000213786 NHP2P2
ENSG00000213787 RPL7AP38
ENSG00000213790 OLA1P1
ENSG00000213791 AC104212.1
ENSG00000213793 ZNF888
ENSG00000213798 AC004129.1
ENSG00000213799 ZNF845
ENSG00000213801 ZNF321P
ENSG00000213816 CNN2P4
ENSG00000213820 RPL13P2
ENSG00000213830 CFL1P5
ENSG00000213839 TMX2P1
ENSG00000213842 SUGT1P2
ENSG00000213846 AC098614.1
ENSG00000213849 AC104306.1
ENSG00000213851 AC098590.1
ENSG00000213853 EMP2
ENSG00000213856 VDAC1P2
ENSG00000213857 AL080243.1
ENSG00000213859 KCTD11
ENSG00000213860 RPL21P75
ENSG00000213862 AC044787.1
ENSG00000213863 AL731661.1
ENSG00000213864 EEF1B2P2
ENSG00000213865 C8orf44
ENSG00000213866 YBX1P10
ENSG00000213867 AL049830.1
ENSG00000213871 TAF9BP1
ENSG00000213872 AC092798.1
ENSG00000213873 PPIAP86
ENSG00000213875 AC005019.1
ENSG00000213880 RPL7AP7
ENSG00000213881 NPM1P6
ENSG00000213882 CYB5AP4
ENSG00000213885 RPL13AP7
ENSG00000213888 LINC01521
ENSG00000213889 PPM1N
ENSG00000213891 RPL3P6
ENSG00000213892 CEACAM16
ENSG00000213896 AC109486.1
ENSG00000213900 RPS17P1
ENSG00000213901 SLC23A3
ENSG00000213903 LTB4R
ENSG00000213904 LIPE-AS1
ENSG00000213906 LTB4R2
ENSG00000213916 RPL13P
ENSG00000213917 RPL5P8
ENSG00000213918 DNASE1
ENSG00000213921 LEUTX
ENSG00000213923 CSNK1E
ENSG00000213924 HNRNPH1P2
ENSG00000213925 NPM1P33
ENSG00000213927 CCL27
ENSG00000213928 IRF9
ENSG00000213930 GALT
ENSG00000213931 HBE1
ENSG00000213934 HBG1
ENSG00000213935 RPL22P16
ENSG00000213937 CLDN9
ENSG00000213938 SEPHS1P6
ENSG00000213939 AC091153.1
